gene	GFP_rep1	GFP_rep2	GFP_rep3	WT_rep1	WT_rep2	WT_rep3	DA_rep1	DA_rep2	DA_rep3
ENSG00000221844	0	0	0	1	0	0	0	0	0
ENSG00000221845	0	0	0	0	0	0	1	1	1
ENSG00000221849	1	0	0	0	0	0	0	0	0
ENSG00000221852	0	0	0	0	0	0	0	0	0
ENSG00000221855	0	0	0	0	0	0	0	0	0
ENSG00000221857	0	0	0	0	0	0	0	0	0
ENSG00000221858	0	0	0	0	0	0	0	0	0
ENSG00000221859	1	0	0	0	0	0	0	0	0
ENSG00000221864	1	0	0	0	0	0	0	0	0
ENSG00000221866	2	1	0	3	0	2	7	7	7
ENSG00000221867	3	4	10	3	12	6	5	4	3
ENSG00000221869	16	17	9	15	15	21	11	16	33
ENSG00000221870	0	0	0	0	0	0	1	1	0
ENSG00000221874	0	0	0	0	0	0	0	0	0
ENSG00000221878	0	0	0	0	0	0	1	2	0
ENSG00000221879	0	0	0	0	0	0	0	0	1
ENSG00000221880	0	0	0	1	0	0	0	0	0
ENSG00000221882	0	0	0	0	1	0	0	0	0
ENSG00000221883	9	13	12	18	34	25	27	54	49
ENSG00000221886	65	45	46	144	156	105	138	183	130
ENSG00000221887	0	0	0	0	0	0	2	0	0
ENSG00000221888	0	0	0	0	0	0	0	2	1
ENSG00000221890	8	0	16	12	16	8	20	27	27
ENSG00000221891	0	0	0	0	0	0	0	0	0
ENSG00000221900	0	0	0	0	0	0	0	0	0
ENSG00000221909	109	105	122	213	338	282	280	396	408
ENSG00000221910	0	0	0	0	0	0	2	0	0
ENSG00000221914	906	811	783	1508	1588	1442	1669	2595	2585
ENSG00000221916	14	11	6	44	35	25	38	42	59
ENSG00000221923	35	42	48	92	93	97	105	176	179
ENSG00000221926	152	121	148	317	308	259	399	470	552
ENSG00000221930	0	0	0	1	2	1	0	1	3
ENSG00000221931	0	0	0	0	0	0	0	0	0
ENSG00000221932	0	0	0	0	0	0	0	0	0
ENSG00000221933	0	0	0	0	0	0	0	0	0
ENSG00000221937	0	0	0	0	0	0	0	0	0
ENSG00000221938	0	0	0	0	0	0	0	0	0
ENSG00000221944	88	58	69	225	207	170	278	339	361
ENSG00000221946	0	0	0	0	0	0	0	0	1
ENSG00000221947	7	5	1	8	4	9	6	4	7
ENSG00000221949	4	8	2	6	15	6	9	12	22
ENSG00000221953	0	0	0	1	1	0	2	4	1
ENSG00000221954	0	0	0	0	0	0	1	0	0
ENSG00000221955	12	6	6	22	21	24	33	41	57
ENSG00000221957	0	0	0	0	0	0	0	0	0
ENSG00000221961	0	0	0	0	0	0	0	0	0
ENSG00000221962	1	0	1	0	0	0	1	1	0
ENSG00000221963	0	1	3	5	4	2	3	6	8
ENSG00000221968	9	15	14	30	37	16	34	62	47
ENSG00000221970	0	0	0	0	0	0	0	0	0
ENSG00000221971	0	0	2	0	0	0	3	1	1
ENSG00000221972	0	0	0	0	0	1	0	0	4
ENSG00000221974	0	0	0	0	0	0	0	0	0
ENSG00000221977	0	0	0	1	0	0	1	0	3
ENSG00000221978	440	267	300	557	561	541	872	1018	1138
ENSG00000221983	779	545	554	1183	1177	1077	1525	1705	2023
ENSG00000221986	2	2	0	1	1	3	7	2	4
ENSG00000221988	1	0	0	0	2	0	0	1	0
ENSG00000221989	0	0	0	0	0	0	0	0	0
ENSG00000221990	16	9	8	17	28	31	26	40	51
ENSG00000221994	32	25	40	68	62	55	74	95	128
ENSG00000221995	4	3	2	10	6	10	12	11	10
ENSG00000221996	0	0	0	0	0	0	1	3	0
ENSG00000222000	0	0	0	0	0	0	4	0	0
ENSG00000222001	0	0	0	0	0	0	0	0	1
ENSG00000222004	0	0	0	0	4	1	0	4	1
ENSG00000222005	1	0	0	0	0	3	0	1	2
ENSG00000222007	0	0	0	0	0	0	0	0	0
ENSG00000222009	3	1	1	3	5	4	5	5	4
ENSG00000222011	95	82	85	149	141	128	134	246	245
ENSG00000222012	0	0	0	1	0	0	0	0	0
ENSG00000222014	8	8	9	8	7	5	8	12	27
ENSG00000222017	0	4	5	8	8	3	4	11	8
ENSG00000222018	0	0	0	2	0	2	2	3	0
ENSG00000222019	1	2	2	2	1	3	1	8	13
ENSG00000222020	0	2	1	5	12	2	4	3	4
ENSG00000222022	1	0	1	0	1	1	1	0	2
ENSG00000222024	0	0	0	0	0	0	0	0	0
ENSG00000222028	0	0	0	2	0	0	0	0	0
ENSG00000222030	0	0	0	0	0	0	1	2	0
ENSG00000222031	0	0	0	0	0	0	0	0	0
ENSG00000222032	0	0	0	0	0	1	0	0	0
ENSG00000222033	0	1	1	1	4	3	2	3	2
ENSG00000222035	1	1	1	5	6	4	4	10	3
ENSG00000222036	0	0	0	0	0	0	1	0	0
ENSG00000222037	0	0	0	1	0	0	0	0	0
ENSG00000222038	0	0	0	0	0	0	0	0	0
ENSG00000222040	4	0	0	6	3	2	5	7	2
ENSG00000222041	6	4	5	3	10	3	9	9	9
ENSG00000222042	0	0	0	0	1	0	1	1	0
ENSG00000222043	0	0	0	1	1	0	1	1	1
ENSG00000222044	0	0	0	0	0	0	0	0	1
ENSG00000222046	0	1	4	2	1	2	8	4	6
ENSG00000222047	0	0	0	1	0	0	2	0	0
ENSG00000222051	0	0	0	0	0	0	1	0	1
ENSG00000222054	0	0	1	1	3	2	1	2	5
ENSG00000222055	0	0	1	0	0	0	0	0	0
ENSG00000222057	0	0	0	0	0	0	0	0	0
ENSG00000222064	0	0	0	0	0	0	0	0	0
ENSG00000222066	0	0	0	0	0	0	0	0	0
ENSG00000222067	0	0	0	0	0	0	0	0	0
ENSG00000222068	0	0	0	0	0	0	0	0	1
ENSG00000222069	0	0	0	0	0	0	0	0	0
ENSG00000222070	0	0	0	0	0	0	0	0	0
ENSG00000222071	0	0	0	0	0	0	0	0	0
ENSG00000222072	9	1	5	27	16	24	44	29	44
ENSG00000222076	2	0	2	0	0	4	1	12	6
ENSG00000222078	0	1	0	2	1	2	1	1	3
ENSG00000222079	0	0	0	0	0	0	0	0	0
ENSG00000222080	0	0	0	1	0	0	0	0	0
ENSG00000222084	0	0	0	0	0	0	0	0	0
ENSG00000222085	0	2	0	1	1	0	3	3	5
ENSG00000222086	0	0	0	0	0	0	0	0	0
ENSG00000222087	0	0	0	0	0	0	0	0	0
ENSG00000222092	0	0	0	0	0	0	1	0	0
ENSG00000222094	0	0	0	0	0	0	0	0	0
ENSG00000222095	0	0	0	0	0	0	1	0	0
ENSG00000222096	0	0	0	0	0	0	0	0	0
ENSG00000222099	0	0	0	0	0	0	1	0	0
ENSG00000222100	0	0	0	0	0	0	0	0	0
ENSG00000222101	0	0	0	0	0	0	0	0	0
ENSG00000222102	0	0	0	0	0	0	0	1	0
ENSG00000222107	0	0	0	0	0	0	0	1	0
ENSG00000222108	0	0	0	0	0	0	0	0	0
ENSG00000222109	0	0	0	0	0	0	0	0	0
ENSG00000222111	1	0	0	8	5	3	4	12	4
ENSG00000222112	2	0	2	4	6	4	5	4	3
ENSG00000222114	0	0	0	0	0	0	0	0	0
ENSG00000222117	0	0	0	0	0	0	0	0	0
ENSG00000222118	0	0	0	0	0	0	0	0	0
ENSG00000222120	0	0	0	0	0	0	0	0	0
ENSG00000222121	0	0	0	0	0	0	0	0	0
ENSG00000222122	0	0	0	0	0	0	0	0	0
ENSG00000222123	0	0	0	0	0	0	0	0	0
ENSG00000222126	0	0	0	0	0	0	1	0	0
ENSG00000222129	0	0	0	0	0	0	1	0	0
ENSG00000222133	0	0	0	0	0	0	0	0	0
ENSG00000222139	0	0	0	0	0	0	0	0	0
ENSG00000222145	3	1	0	3	1	1	2	1	4
ENSG00000222146	0	0	0	0	0	0	0	0	0
ENSG00000222148	0	0	0	0	0	0	0	0	0
ENSG00000222150	0	0	0	0	0	0	0	0	0
ENSG00000222152	0	0	0	0	0	0	0	0	1
ENSG00000222154	0	0	0	0	0	0	0	0	0
ENSG00000222158	0	0	0	0	0	0	0	0	0
ENSG00000222160	0	0	0	0	0	0	0	0	0
ENSG00000222161	0	0	0	0	0	0	0	0	0
ENSG00000222162	0	0	0	2	0	0	0	0	0
ENSG00000222164	0	0	0	0	0	0	0	0	0
ENSG00000222168	0	0	0	0	0	0	0	0	0
ENSG00000222169	0	0	0	0	0	0	0	0	0
ENSG00000222170	0	0	0	0	0	0	0	0	0
ENSG00000222174	0	0	0	0	0	0	1	2	0
ENSG00000222177	0	0	0	0	0	0	0	0	0
ENSG00000222178	0	0	0	0	0	0	0	0	0
ENSG00000222179	0	1	1	0	0	0	0	0	0
ENSG00000222182	0	0	0	0	0	0	0	0	0
ENSG00000222185	0	0	0	0	0	0	0	0	0
ENSG00000222190	0	0	0	0	0	0	1	0	0
ENSG00000222192	0	0	0	0	0	1	0	0	0
ENSG00000222196	0	0	0	0	0	0	0	0	0
ENSG00000222197	0	0	0	0	0	0	0	0	0
ENSG00000222202	0	0	0	0	0	0	0	0	0
ENSG00000222203	0	0	0	0	0	2	0	1	3
ENSG00000222205	0	0	0	0	0	0	0	0	0
ENSG00000222206	0	0	0	0	0	0	0	0	0
ENSG00000222207	0	0	0	0	0	0	0	0	0
ENSG00000222208	0	1	0	4	15	9	8	18	10
ENSG00000222209	0	0	0	0	0	0	0	0	0
ENSG00000222210	0	0	0	0	0	0	0	2	0
ENSG00000222213	0	0	0	0	0	0	0	0	0
ENSG00000222219	0	0	0	0	0	0	0	0	0
ENSG00000222220	0	0	0	0	0	0	0	1	0
ENSG00000222222	4	5	5	13	11	1	5	13	29
ENSG00000222224	0	0	0	0	0	0	0	0	0
ENSG00000222225	0	0	0	0	1	0	0	0	0
ENSG00000222226	0	0	0	0	0	0	0	0	0
ENSG00000222230	0	0	0	0	0	0	0	0	0
ENSG00000222231	21	23	26	0	0	40	74	88	63
ENSG00000222232	0	0	0	0	0	0	0	0	2
ENSG00000222235	0	0	0	0	0	0	0	0	0
ENSG00000222236	0	0	0	0	0	0	0	0	0
ENSG00000222238	1	0	0	0	0	0	0	1	1
ENSG00000222240	0	0	0	0	2	1	0	0	0
ENSG00000222244	0	0	1	0	1	2	0	0	0
ENSG00000222246	0	0	0	0	0	0	0	1	0
ENSG00000222248	0	0	0	0	0	0	0	1	0
ENSG00000222249	0	0	0	0	0	0	0	0	0
ENSG00000222251	0	0	0	0	0	0	0	0	0
ENSG00000222255	1	0	0	1	2	0	0	0	0
ENSG00000222257	0	0	0	0	0	0	0	0	0
ENSG00000222259	0	0	0	0	1	1	1	0	0
ENSG00000222262	0	0	0	0	0	0	0	1	0
ENSG00000222266	0	2	2	2	2	0	1	6	7
ENSG00000222267	0	0	0	1	1	1	0	0	0
ENSG00000222268	0	0	1	2	1	0	1	0	0
ENSG00000222274	0	0	0	0	0	0	0	0	0
ENSG00000222276	2	0	1	1	4	2	4	4	1
ENSG00000222281	0	0	0	0	0	0	0	0	0
ENSG00000222282	0	0	0	0	0	0	0	0	0
ENSG00000222285	0	0	0	0	0	0	0	0	0
ENSG00000222287	0	0	0	0	0	0	0	0	0
ENSG00000222293	3	5	3	3	5	8	11	10	10
ENSG00000222296	1	0	0	3	8	1	9	2	3
ENSG00000222297	5	0	1	4	5	1	3	4	8
ENSG00000222298	0	0	0	0	0	0	0	0	0
ENSG00000222299	0	0	0	0	0	0	0	0	0
ENSG00000222300	0	0	0	0	0	0	0	0	0
ENSG00000222301	1	0	2	1	2	5	1	1	2
ENSG00000222302	0	0	0	0	0	0	1	1	0
ENSG00000222303	0	0	0	0	0	0	0	0	0
ENSG00000222305	0	0	0	0	0	0	0	0	0
ENSG00000222306	0	0	0	0	0	0	0	0	1
ENSG00000222308	0	0	0	1	0	0	0	0	0
ENSG00000222309	0	0	0	0	0	0	0	0	0
ENSG00000222311	0	0	0	0	1	0	0	0	0
ENSG00000222312	0	1	0	0	0	0	0	0	0
ENSG00000222313	1	3	2	0	0	1	2	9	4
ENSG00000222314	0	0	1	0	2	2	1	7	1
ENSG00000222316	0	0	0	0	0	0	0	0	0
ENSG00000222317	0	0	0	0	0	0	0	0	0
ENSG00000222320	0	0	0	0	0	0	0	0	0
ENSG00000222321	0	0	0	1	0	0	0	0	0
ENSG00000222326	0	0	0	0	0	0	0	0	0
ENSG00000222327	0	0	0	0	0	0	1	7	1
ENSG00000222328	0	0	0	0	0	0	0	0	0
ENSG00000222329	0	0	0	0	0	0	0	0	0
ENSG00000222331	0	0	0	0	0	0	0	0	3
ENSG00000222333	0	0	0	0	0	0	0	0	0
ENSG00000222334	0	0	0	0	0	0	0	0	0
ENSG00000222335	0	0	0	0	0	1	0	0	0
ENSG00000222337	0	2	0	0	0	0	0	1	0
ENSG00000222338	0	0	0	0	0	0	0	0	0
ENSG00000222339	0	0	0	0	0	0	0	0	0
ENSG00000222343	0	0	0	1	4	1	3	1	1
ENSG00000222344	0	0	1	0	0	0	0	1	0
ENSG00000222345	70	82	35	111	124	159	253	271	278
ENSG00000222346	0	0	0	2	0	0	0	1	1
ENSG00000222348	1	3	0	4	0	0	3	3	3
ENSG00000222351	0	0	0	0	0	0	0	0	0
ENSG00000222352	0	0	0	0	0	0	0	0	0
ENSG00000222355	4	5	2	1	0	5	4	10	5
ENSG00000222356	0	0	0	0	0	0	0	0	0
ENSG00000222357	0	2	1	3	2	7	3	5	0
ENSG00000222359	0	0	0	0	0	0	0	0	0
ENSG00000222361	0	0	0	0	0	0	0	0	0
ENSG00000222363	0	0	0	0	0	0	0	0	0
ENSG00000222364	0	0	0	0	0	0	2	3	0
ENSG00000222365	207	112	103	309	474	344	392	459	348
ENSG00000222370	6	6	11	26	19	49	63	124	69
ENSG00000222371	0	0	0	0	0	1	0	0	0
ENSG00000222373	0	0	0	0	0	0	0	0	0
ENSG00000222374	0	0	0	0	0	0	0	0	0
ENSG00000222375	1	0	0	0	0	0	1	0	0
ENSG00000222376	0	0	0	0	0	0	1	0	0
ENSG00000222378	0	0	0	0	0	0	0	0	0
ENSG00000222383	0	0	0	0	0	0	0	0	0
ENSG00000222385	0	0	0	0	0	1	0	0	2
ENSG00000222386	1	0	0	0	0	2	4	4	3
ENSG00000222389	0	0	0	0	0	0	0	0	0
ENSG00000222391	0	0	0	0	0	0	0	0	0
ENSG00000222394	0	0	0	0	0	0	0	0	0
ENSG00000222395	0	1	0	0	0	0	0	1	0
ENSG00000222397	0	0	0	1	0	0	0	0	2
ENSG00000222398	1	1	0	0	0	0	0	1	1
ENSG00000222399	0	0	0	1	0	0	1	1	0
ENSG00000222404	0	0	1	0	0	0	0	1	0
ENSG00000222405	0	0	0	0	0	0	0	0	0
ENSG00000222406	0	0	0	0	0	0	0	0	0
ENSG00000222407	0	0	0	0	0	0	0	0	0
ENSG00000222408	0	0	0	0	0	0	0	0	0
ENSG00000222409	0	0	0	0	0	0	0	0	0
ENSG00000222411	0	0	0	0	0	0	0	0	0
ENSG00000222412	0	0	0	0	0	0	0	0	0
ENSG00000222413	0	0	0	0	0	0	0	0	0
ENSG00000222414	9356	3688	3395	3312	2684	3882	7549	12601	12255
ENSG00000222416	0	0	0	0	0	0	0	0	0
ENSG00000222418	0	0	0	1	0	0	0	0	0
ENSG00000222419	0	0	0	0	0	0	0	0	0
ENSG00000222421	0	0	0	0	0	0	1	0	1
ENSG00000222426	0	0	0	0	0	0	2	1	0
ENSG00000222427	0	1	0	5	1	1	4	2	2
ENSG00000222428	0	0	0	0	0	0	0	0	1
ENSG00000222429	0	0	0	0	0	0	0	0	0
ENSG00000222430	1	0	0	0	1	1	1	5	1
ENSG00000222431	0	0	0	0	0	1	0	0	0
ENSG00000222432	0	0	0	0	0	0	0	0	0
ENSG00000222436	0	0	1	0	0	0	0	0	0
ENSG00000222437	0	0	0	0	0	0	0	0	0
ENSG00000222438	4	1	1	2	6	7	5	6	9
ENSG00000222439	0	0	0	0	0	1	6	5	2
ENSG00000222440	0	0	0	1	1	0	0	1	1
ENSG00000222445	1	0	1	1	1	3	0	3	1
ENSG00000222448	0	0	0	0	0	0	0	0	1
ENSG00000222449	1	0	0	0	0	0	1	1	3
ENSG00000222451	0	0	0	0	0	0	1	2	0
ENSG00000222452	0	0	0	0	0	0	0	0	0
ENSG00000222455	0	0	0	0	0	0	0	0	0
ENSG00000222457	0	0	0	0	0	0	0	0	0
ENSG00000222459	3	0	0	1	0	1	0	0	0
ENSG00000222460	0	0	0	0	1	0	1	0	0
ENSG00000222463	0	0	0	0	0	0	0	0	0
ENSG00000222465	0	1	1	0	3	0	2	1	4
ENSG00000222467	2	0	1	5	2	1	2	10	1
ENSG00000222468	0	0	0	0	0	0	0	0	0
ENSG00000222472	0	0	0	0	0	0	0	1	0
ENSG00000222477	0	2	0	1	2	0	0	2	0
ENSG00000222481	0	0	0	0	0	0	0	0	0
ENSG00000222482	0	0	0	0	0	0	0	0	0
ENSG00000222486	0	0	0	0	0	0	0	0	0
ENSG00000222488	0	0	0	0	0	0	0	0	0
ENSG00000222489	25	18	26	57	45	22	59	73	51
ENSG00000222490	0	0	0	0	0	0	0	0	0
ENSG00000222492	0	0	0	2	0	0	0	0	2
ENSG00000222493	0	0	0	0	0	0	0	0	2
ENSG00000222494	0	0	0	0	0	0	0	0	0
ENSG00000222496	0	0	0	0	0	0	0	0	0
ENSG00000222499	0	0	0	0	0	0	0	0	0
ENSG00000222500	0	0	0	0	0	0	0	0	1
ENSG00000222501	0	0	0	0	0	0	1	0	1
ENSG00000222503	0	0	0	0	0	0	0	0	0
ENSG00000222506	0	0	0	0	0	0	0	0	0
ENSG00000222509	0	0	0	0	0	0	0	1	0
ENSG00000222511	2	2	6	12	20	19	17	25	17
ENSG00000222512	0	0	0	0	0	0	0	0	0
ENSG00000222514	0	0	0	0	0	0	0	0	0
ENSG00000222515	0	1	0	0	0	0	0	0	0
ENSG00000222518	0	0	0	0	0	0	0	0	0
ENSG00000222520	0	0	0	0	0	0	0	0	0
ENSG00000222521	0	0	0	0	0	0	0	0	0
ENSG00000222522	3	0	1	5	3	2	2	4	11
ENSG00000222524	0	0	0	0	0	0	1	0	0
ENSG00000222526	0	0	0	1	0	0	0	0	0
ENSG00000222529	0	0	0	0	0	2	0	1	2
ENSG00000222532	0	0	0	0	0	0	0	0	0
ENSG00000222533	0	0	0	0	0	0	0	0	0
ENSG00000222536	0	0	0	1	0	0	0	1	0
ENSG00000222543	0	0	0	0	0	0	0	0	0
ENSG00000222544	0	0	0	0	0	0	0	0	0
ENSG00000222545	1	0	0	1	0	0	0	2	0
ENSG00000222546	0	0	0	0	0	0	5	0	4
ENSG00000222548	0	0	0	0	0	0	0	0	0
ENSG00000222551	0	0	0	0	0	0	0	1	0
ENSG00000222552	0	0	0	0	0	0	0	0	0
ENSG00000222558	0	0	0	0	0	0	0	0	0
ENSG00000222560	0	0	0	0	0	0	0	0	0
ENSG00000222561	1	3	2	2	9	6	5	11	6
ENSG00000222563	0	0	0	0	0	0	0	0	0
ENSG00000222570	0	0	0	0	0	0	0	0	0
ENSG00000222574	0	0	0	1	0	0	0	2	0
ENSG00000222578	0	2	0	2	1	0	1	3	5
ENSG00000222579	0	0	0	0	0	0	0	0	1
ENSG00000222581	1	0	0	0	0	2	1	0	0
ENSG00000222582	0	0	0	1	0	0	0	0	0
ENSG00000222583	0	0	0	0	0	0	0	0	0
ENSG00000222585	0	0	0	0	0	0	0	1	1
ENSG00000222586	0	0	0	0	0	0	0	0	0
ENSG00000222588	1	0	0	1	0	0	1	1	1
ENSG00000222589	0	0	0	0	0	0	0	0	0
ENSG00000222591	0	0	0	0	1	0	0	3	1
ENSG00000222592	0	0	0	0	0	1	0	4	0
ENSG00000222594	0	0	0	1	0	0	0	0	0
ENSG00000222596	0	0	0	0	0	1	0	2	1
ENSG00000222598	4	2	0	0	0	2	5	1	3
ENSG00000222601	0	0	0	0	0	1	0	0	0
ENSG00000222602	0	0	0	0	0	0	0	0	0
ENSG00000222604	0	0	0	0	0	0	0	1	0
ENSG00000222607	0	0	0	1	0	0	4	0	0
ENSG00000222608	0	0	0	0	0	0	0	0	0
ENSG00000222609	0	0	0	0	0	0	0	0	0
ENSG00000222610	0	0	0	0	0	0	1	0	1
ENSG00000222611	0	0	0	0	0	0	0	0	0
ENSG00000222612	0	0	0	0	0	0	1	0	0
ENSG00000222613	0	0	0	0	0	0	0	0	0
ENSG00000222614	0	0	0	0	0	0	0	0	0
ENSG00000222615	0	0	0	0	0	0	0	0	0
ENSG00000222616	0	0	0	0	0	0	0	0	0
ENSG00000222617	0	0	0	0	0	0	0	0	0
ENSG00000222623	0	0	0	0	0	0	0	0	0
ENSG00000222624	0	0	0	0	0	0	0	0	1
ENSG00000222626	11	14	10	9	6	17	32	28	22
ENSG00000222627	1	3	3	3	0	4	14	9	13
ENSG00000222629	0	0	1	2	0	0	0	0	0
ENSG00000222630	0	0	0	0	0	0	0	0	0
ENSG00000222631	0	0	0	0	0	0	0	0	1
ENSG00000222635	0	1	0	0	0	0	2	0	0
ENSG00000222636	0	0	0	0	0	0	0	0	0
ENSG00000222640	0	0	0	0	0	1	0	0	0
ENSG00000222643	0	0	0	0	0	0	0	0	0
ENSG00000222644	0	0	0	0	0	0	0	0	0
ENSG00000222647	0	0	0	0	0	0	0	0	0
ENSG00000222649	0	0	0	0	0	0	0	0	1
ENSG00000222650	0	0	0	2	2	2	3	1	3
ENSG00000222651	0	0	0	0	0	0	0	0	0
ENSG00000222652	0	0	0	0	0	0	0	0	0
ENSG00000222658	0	0	0	0	0	0	0	0	0
ENSG00000222659	0	0	0	1	1	1	0	2	1
ENSG00000222663	0	0	0	0	0	0	0	0	0
ENSG00000222664	0	0	0	0	0	0	0	0	1
ENSG00000222666	0	0	0	0	0	0	0	0	0
ENSG00000222667	0	0	0	0	0	0	0	0	0
ENSG00000222670	0	0	0	0	0	0	0	0	0
ENSG00000222675	0	0	0	1	0	1	1	0	1
ENSG00000222677	0	0	0	0	0	0	0	0	0
ENSG00000222678	0	0	0	0	0	0	1	0	0
ENSG00000222679	0	0	0	0	0	0	0	0	0
ENSG00000222682	0	0	0	0	0	0	0	0	0
ENSG00000222683	0	0	0	0	0	0	0	0	0
ENSG00000222685	0	0	0	0	0	0	0	2	1
ENSG00000222686	0	0	0	1	0	2	1	2	1
ENSG00000222691	0	0	0	0	0	0	1	0	0
ENSG00000222692	0	0	0	0	0	0	0	0	0
ENSG00000222693	0	0	0	0	0	0	0	0	1
ENSG00000222698	0	0	0	0	0	0	0	0	0
ENSG00000222701	0	0	0	1	1	0	2	2	0
ENSG00000222704	0	0	0	0	0	0	0	1	0
ENSG00000222705	0	0	0	0	0	0	0	0	0
ENSG00000222706	2	0	0	0	0	2	0	0	0
ENSG00000222713	0	0	0	0	0	0	0	0	0
ENSG00000222714	0	0	0	3	2	3	3	1	1
ENSG00000222715	0	0	0	0	0	0	0	0	0
ENSG00000222717	0	0	0	0	0	0	0	0	0
ENSG00000222719	0	0	0	0	0	0	0	0	0
ENSG00000222720	0	0	0	0	0	0	0	0	0
ENSG00000222721	0	0	0	0	0	0	1	1	0
ENSG00000222722	0	0	0	0	0	0	0	0	0
ENSG00000222724	110	128	98	128	182	200	231	344	295
ENSG00000222726	0	0	0	0	1	0	1	3	1
ENSG00000222727	0	0	0	0	0	0	0	0	0
ENSG00000222729	0	0	0	0	0	0	0	0	0
ENSG00000222730	0	0	0	0	0	0	1	0	0
ENSG00000222732	0	0	0	0	0	0	0	0	0
ENSG00000222733	0	0	0	0	0	0	0	0	0
ENSG00000222736	0	0	0	0	0	0	0	0	0
ENSG00000222740	0	0	0	0	0	0	0	0	0
ENSG00000222741	0	0	0	0	0	0	0	0	1
ENSG00000222743	0	0	0	0	0	0	0	0	0
ENSG00000222744	0	0	0	8	5	0	3	1	0
ENSG00000222747	0	0	0	0	1	0	0	0	0
ENSG00000222749	0	0	0	0	0	0	0	0	0
ENSG00000222750	0	0	0	0	0	0	0	0	0
ENSG00000222755	0	0	0	0	0	0	0	0	0
ENSG00000222760	0	0	1	0	0	0	0	0	0
ENSG00000222761	0	0	0	0	0	0	0	0	0
ENSG00000222764	0	2	0	0	2	1	1	2	1
ENSG00000222765	0	1	1	2	0	0	2	0	2
ENSG00000222767	0	0	0	0	0	0	0	0	0
ENSG00000222770	0	0	0	0	0	0	0	0	0
ENSG00000222774	0	0	0	0	0	0	0	0	0
ENSG00000222776	0	0	0	0	0	0	0	0	0
ENSG00000222777	0	0	0	0	0	0	0	0	0
ENSG00000222778	0	0	0	0	0	0	0	0	0
ENSG00000222783	0	0	0	0	0	0	0	0	0
ENSG00000222784	0	0	0	6	2	0	1	2	1
ENSG00000222787	0	0	0	0	0	0	0	0	0
ENSG00000222788	0	0	0	0	0	0	0	2	0
ENSG00000222790	0	0	0	4	0	2	1	1	0
ENSG00000222791	0	0	0	0	2	0	0	0	0
ENSG00000222792	0	0	0	0	0	0	0	0	1
ENSG00000222795	0	0	0	0	0	0	0	1	0
ENSG00000222796	0	0	0	0	1	0	0	0	0
ENSG00000222800	6	1	0	5	3	4	4	12	7
ENSG00000222805	0	0	0	0	0	0	0	0	0
ENSG00000222806	0	0	0	1	0	0	0	2	2
ENSG00000222808	0	0	0	0	0	0	0	0	0
ENSG00000222810	4	0	4	0	10	4	0	5	10
ENSG00000222821	0	0	0	0	0	0	0	0	0
ENSG00000222826	0	0	0	0	0	0	0	1	0
ENSG00000222831	0	0	0	0	0	0	0	0	0
ENSG00000222832	0	0	0	0	0	0	0	0	0
ENSG00000222833	0	0	0	0	0	0	1	0	0
ENSG00000222834	0	0	0	0	0	0	0	0	0
ENSG00000222835	0	0	0	0	0	0	0	0	0
ENSG00000222838	0	0	0	0	0	0	0	0	1
ENSG00000222842	0	0	0	0	0	0	0	0	0
ENSG00000222844	0	0	0	3	5	1	5	2	8
ENSG00000222845	0	0	0	0	0	0	0	0	0
ENSG00000222849	0	0	0	0	0	0	0	0	0
ENSG00000222852	0	0	0	0	0	0	0	0	0
ENSG00000222854	0	0	0	0	0	0	0	0	0
ENSG00000222858	1	1	6	2	5	4	3	10	4
ENSG00000222859	0	0	0	1	0	0	2	0	0
ENSG00000222861	0	0	0	0	0	0	0	0	0
ENSG00000222862	0	0	0	0	0	0	0	0	0
ENSG00000222864	0	0	0	0	0	0	0	0	0
ENSG00000222869	0	0	0	0	0	0	0	0	0
ENSG00000222870	0	0	0	0	0	0	0	0	0
ENSG00000222872	0	2	0	0	0	0	3	0	0
ENSG00000222874	4	0	0	0	0	0	0	0	0
ENSG00000222880	0	0	0	0	0	0	0	0	0
ENSG00000222881	3	1	1	2	2	2	3	4	2
ENSG00000222883	0	0	0	0	0	0	0	0	0
ENSG00000222884	0	0	0	0	0	0	0	0	0
ENSG00000222888	0	0	0	0	0	0	0	0	0
ENSG00000222889	0	0	0	0	0	0	2	0	0
ENSG00000222890	0	0	0	3	0	1	0	0	0
ENSG00000222894	0	0	0	0	0	0	0	0	0
ENSG00000222895	0	0	0	0	0	0	0	0	0
ENSG00000222898	0	0	5	9	5	14	11	18	16
ENSG00000222899	0	0	0	0	0	0	0	0	0
ENSG00000222909	0	0	0	0	0	0	0	0	1
ENSG00000222915	0	0	0	1	1	1	1	0	0
ENSG00000222920	0	0	0	0	0	1	0	1	0
ENSG00000222921	1	0	1	5	3	1	2	5	3
ENSG00000222922	0	0	0	0	0	0	0	0	0
ENSG00000222923	0	0	0	1	7	1	2	3	1
ENSG00000222924	0	0	0	0	0	0	0	0	0
ENSG00000222931	1	0	0	0	0	0	1	0	1
ENSG00000222932	2	2	0	1	1	1	1	0	2
ENSG00000222934	0	0	0	0	0	0	0	0	0
ENSG00000222937	11	14	6	24	16	18	50	23	36
ENSG00000222939	0	0	0	0	0	0	0	0	0
ENSG00000222940	0	0	0	0	0	0	0	0	0
ENSG00000222941	0	0	0	0	0	0	0	0	0
ENSG00000222942	0	0	0	2	3	0	1	0	0
